gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
150,2.2500162e-5,1.9219844e-5,2.0029038e-5,2.7595752e-5,3.0154302e-5,2.6032321e-5,1.9287683e-5,2.061356e-5,3.4412664e-5,3.6329366e-5,-3301.9656,-3566.753,-3501.4346,-2890.6494,-2684.1235,-2825.6348,-3176.1702,-3120.3875,-2195.1882,-1853.793,94,77,82,99,100,76.038,69.94,71.132,80.012,80.868
151,2.247713e-5,1.9219844e-5,2.0022848e-5,2.7595752e-5,3.0054332e-5,2.5818767e-5,1.9287683e-5,2.061356e-5,3.4412664e-5,3.6413316e-5,-3303.8247,-3566.753,-3501.9343,-2890.6494,-2692.1929,-2798.9668,-3178.5142,-3133.869,-2195.1882,-1853.793,95,76,82,100,100,75.8,69.522,71.232,80.078,80.638
152,2.247713e-5,1.8966652e-5,2.0022673e-5,2.7595752e-5,3.0054332e-5,2.5769476e-5,1.9482426e-5,2.061356e-5,3.38339e-5,3.6413316e-5,-3303.8247,-3587.1904,-3501.9485,-2890.6494,-2692.1929,-2825.6348,-3178.5142,-3144.5188,-2187.7783,-1842.6146,94,76,82,99,100,76.3,69.946,71.526,79.718,80.386
153,2.2438668e-5,1.8964285e-5,1.9948488e-5,2.7595752e-5,3.0054332e-5,2.5586578e-5,1.9482426e-5,2.0583006e-5,3.4405857e-5,3.6413316e-5,-3306.9294,-3587.3816,-3507.9365,-2890.6494,-2692.1929,-2798.9668,-3178.5142,-3109.3657,-2183.357,-1881.5712,94,80,82,100,100,76.19,70.244,71.338,79.876,80.234
154,2.2353088e-5,1.8964285e-5,1.994848e-5,2.7595752e-5,3.0054332e-5,2.5526238e-5,1.9482426e-5,2.0583006e-5,3.4405857e-5,3.6413316e-5,-3313.8374,-3587.3816,-3507.9373,-2890.6494,-2692.1929,-2841.751,-3178.5142,-3133.0308,-2174.7876,-1824.1427,94,77,82,100,100,76.154,70.09,72.456,79.618,80.628
155,2.2353088e-5,1.8964285e-5,1.994848e-5,2.7595752e-5,3.0054332e-5,2.5384832e-5,1.9482426e-5,2.0583006e-5,3.3883593e-5,3.6545738e-5,-3313.8374,-3587.3816,-3507.9373,-2890.6494,-2692.1929,-2837.7358,-3178.5142,-3109.3657,-2230.3176,-2036.5851,94,78,81,100,100,75.944,70.502,71.852,79.346,80.818
156,2.2353088e-5,1.8964285e-5,1.9900846e-5,2.7595752e-5,2.9561492e-5,2.5133239e-5,1.9482426e-5,2.0544354e-5,3.390095e-5,3.6607114e-5,-3313.8374,-3587.3816,-3511.7822,-2890.6494,-2731.975,-2822.9287,-3178.5142,-3109.3657,-2230.3176,-1881.5712,94,78,81,100,100,75.954,70.024,72.24,79.886,80.414
157,2.2352477e-5,1.8964285e-5,1.9900846e-5,2.7595752e-5,2.9561492e-5,2.507508e-5,1.9482426e-5,2.0544354e-5,3.3644552e-5,3.6607114e-5,-3313.8867,-3587.3816,-3511.7822,-2890.6494,-2731.975,-2822.9287,-3178.5142,-3109.3657,-2195.4578,3.4028235e38,94,78,81,100,100,76.272,69.526,72.33,79.94,80.362
158,2.2352402e-5,1.8964285e-5,1.9877425e-5,2.7217311e-5,2.8585011e-5,2.5286363e-5,1.9482426e-5,2.0576492e-5,3.3644552e-5,3.6607114e-5,-3313.8926,-3587.3816,-3513.6729,-2921.1973,-2810.7966,-2847.9097,-3206.7156,-3164.7383,-2256.0874,-2081.3005,94,77,82,100,100,76.052,70.65,71.996,79.686,80.472
159,2.2266962e-5,1.8964285e-5,1.9864192e-5,2.705449e-5,2.8431004e-5,2.5508847e-5,1.9482426e-5,2.0576492e-5,3.3644552e-5,3.6607114e-5,-3320.7896,-3587.3816,-3514.7412,-2934.3403,-2823.228,-2847.9097,-3204.9756,-3149.4326,-2243.0317,-2081.3005,94,74,80,100,100,76.198,70.696,72.296,79.792,80.332
160,2.2175105e-5,1.8910672e-5,1.9796036e-5,2.7046302e-5,2.8431004e-5,2.507508e-5,1.9482426e-5,2.0576492e-5,3.392007e-5,3.6774447e-5,-3328.204,-3591.7092,-3520.2427,-2935.0012,-2823.228,-2868.3716,-3177.0574,-3149.4326,-2243.0317,-2081.3005,94,74,80,100,100,75.856,69.706,72.222,80.39,81.85
161,2.2175105e-5,1.886391e-5,1.979604e-5,2.7046302e-5,2.8429278e-5,2.515411e-5,1.9482426e-5,2.0544354e-5,3.3644552e-5,3.6607114e-5,-3328.204,-3595.484,-3520.2422,-2935.0012,-2823.3674,-2847.9097,-3184.3423,-3133.0308,-2217.568,-2081.3005,94,77,80,100,100,75.97,70.722,72.076,79.838,81.016
162,2.2173865e-5,1.8861045e-5,1.979604e-5,2.7046302e-5,2.8326342e-5,2.5110603e-5,1.9482426e-5,2.0544354e-5,3.3644552e-5,3.6607114e-5,-3328.3042,-3595.715,-3520.2422,-2935.0012,-2831.6763,-2855.6392,-3194.4844,-3133.0308,-2235.427,-2081.3005,94,78,81,100,100,76.294,69.684,72.018,79.774,81.234
163,2.2173865e-5,1.8859459e-5,1.979604e-5,2.7046302e-5,2.8309709e-5,2.5160261e-5,1.9482426e-5,2.047888e-5,3.2724634e-5,3.6774447e-5,-3328.3042,-3595.8433,-3520.2422,-2935.0012,-2833.019,-2875.5938,-3211.6887,-3133.0308,-2220.3242,-2137.1787,94,77,80,100,100,76.306,69.696,70.742,79.77,81.494
164,2.2173865e-5,1.885806e-5,1.979604e-5,2.7046282e-5,2.8089204e-5,2.507508e-5,1.9482426e-5,2.0436053e-5,3.2636104e-5,3.516482e-5,-3328.3042,-3595.956,-3520.2422,-2935.0027,-2850.818,-2884.5962,-3189.797,-3149.4326,-2197.4275,-2109.7622,94,78,81,100,100,75.904,69.46,71.636,79.976,81.238
165,2.2050795e-5,1.8856661e-5,1.979604e-5,2.7046266e-5,2.8089204e-5,2.491766e-5,1.9479932e-5,2.0164345e-5,3.365435e-5,3.558472e-5,-3338.2383,-3596.0688,-3520.2422,-2935.004,-2850.818,-2889.9019,-3189.797,-3149.4326,-2191.2664,-2109.7622,95,78,81,100,100,75.728,70.208,71.576,80.506,81.042
166,2.2050795e-5,1.846508e-5,1.9669018e-5,2.671547e-5,2.7691716e-5,2.491766e-5,1.8928296e-5,2.0164345e-5,3.20615e-5,3.5596513e-5,-3338.2383,-3627.6772,-3530.4956,-2961.7058,-2882.9033,-2890.3508,-3265.5786,-3169.0012,-2191.2664,-2047.5474,95,79,83,100,100,75.82,69.912,71.898,79.812,81.506
167,2.1898024e-5,1.8153347e-5,1.9428884e-5,2.6620251e-5,2.7691716e-5,2.492936e-5,1.8928296e-5,2.0164345e-5,3.1997457e-5,3.5575013e-5,-3350.5703,-3652.8403,-3549.8792,-2969.392,-2882.9033,-2876.7842,-3265.5786,-3163.1885,-2191.2664,-2111.8457,94,78,81,100,100,75.854,70.182,71.806,80.466,81.168
168,2.1859178e-5,1.8153347e-5,1.9428884e-5,2.660515e-5,2.7691716e-5,2.490624e-5,1.8518585e-5,1.9960551e-5,3.2023727e-5,3.5456036e-5,-3353.7058,-3652.8403,-3549.8792,-2970.6108,-2882.9033,-2865.036,-3265.5786,-3163.1885,-2184.8403,-2020.0638,95,79,83,100,100,75.696,70.098,72.434,79.354,81.454
169,2.1859178e-5,1.8153347e-5,1.9428884e-5,2.6215585e-5,2.7691716e-5,2.4683946e-5,1.8518642e-5,1.9960551e-5,3.2023727e-5,3.5240064e-5,-3353.7058,-3652.8403,-3549.8792,-3002.0566,-2882.9033,-2866.7642,-3265.5786,-3163.1885,-2184.8403,-2020.0638,95,79,83,100,100,75.784,69.93,71.094,79.802,81.118
170,2.1859178e-5,1.8133122e-5,1.9428884e-5,2.6115013e-5,2.7473916e-5,2.4929159e-5,1.8518707e-5,1.9960551e-5,3.1612683e-5,3.5179768e-5,-3353.7058,-3654.4731,-3549.8792,-3010.1748,-2900.4841,-2878.244,-3265.5786,-3163.1885,-2184.8403,-2020.0638,94,79,82,100,100,76.24,69.678,71.304,79.634,80.876
171,2.1859178e-5,1.8133092e-5,1.9428884e-5,2.6115013e-5,2.7473916e-5,2.4848752e-5,1.8518755e-5,1.9960551e-5,3.1612683e-5,3.552148e-5,-3353.7058,-3654.4756,-3549.8792,-3010.1748,-2900.4841,-2877.4734,-3265.5786,-3163.1885,-2184.8403,-1915.061,95,77,82,100,100,75.648,70.27,71.654,79.314,80.512
172,2.1859178e-5,1.8133092e-5,1.9428884e-5,2.5862557e-5,2.7473916e-5,2.4651847e-5,1.8363953e-5,1.9470992e-5,3.1612683e-5,3.5601002e-5,-3353.7058,-3654.4756,-3549.8792,-3030.553,-2900.4841,-2878.8857,-3266.8577,-3163.1885,-2191.2664,-2020.0638,96,77,81,100,100,75.646,70.704,71.806,79.378,80.194
173,2.1859178e-5,1.8133092e-5,1.9242209e-5,2.5551666e-5,2.7053828e-5,2.486304e-5,1.801175e-5,1.9470992e-5,3.100357e-5,3.5601002e-5,-3353.7058,-3654.4756,-3564.9478,-3055.6482,-2934.3936,-2878.8857,-3237.587,-3163.1885,-2184.8403,-1913.2067,96,74,81,100,100,75.658,69.446,71.906,79.242,81.168
174,2.1536696e-5,1.8133092e-5,1.924217e-5,2.5551666e-5,2.7053828e-5,2.4651847e-5,1.8011566e-5,1.9396399e-5,3.0938238e-5,3.516482e-5,-3379.7363,-3654.4756,-3564.9507,-3055.6482,-2934.3936,-2847.2776,-3263.2625,-3148.3347,-2184.0579,-1835.736,96,74,82,100,100,75.624,69.308,71.014,79.766,80.968
175,2.1370424e-5,1.8133092e-5,1.9242092e-5,2.5551666e-5,2.7053828e-5,2.4244711e-5,1.8011377e-5,1.9151252e-5,3.0938238e-5,3.516482e-5,-3393.158,-3654.4756,-3564.957,-3055.6482,-2934.3936,-2884.187,-3261.7908,-3158.7463,-2191.2664,-1902.7565,95,72,81,100,100,75.8,71.148,72.15,79.638,81.112
176,2.1360798e-5,1.8133092e-5,1.9242032e-5,2.5477533e-5,2.6705175e-5,2.4244711e-5,1.8011197e-5,1.9151252e-5,3.0671657e-5,3.516482e-5,-3393.935,-3654.4756,-3564.962,-3061.632,-2962.5369,-2897.92,-3261.7908,-3171.138,-2191.2664,-1915.8885,95,72,78,100,100,75.652,70.056,72.172,79.894,80.582
177,2.1360798e-5,1.8133092e-5,1.9074516e-5,2.5477533e-5,2.6705175e-5,2.4651228e-5,1.8384806e-5,1.9396399e-5,3.0938238e-5,3.5601002e-5,-3393.935,-3654.4756,-3578.484,-3061.632,-2962.5369,-2897.92,-3262.464,-3174.299,-2191.2664,-1835.736,95,74,80,100,100,75.668,69.892,71.922,79.588,80.384
178,2.1360798e-5,1.8133092e-5,1.8777224e-5,2.5447134e-5,2.6705151e-5,2.4244711e-5,1.8375918e-5,1.9396399e-5,3.0344707e-5,3.5601002e-5,-3393.935,-3654.4756,-3602.481,-3064.086,-2962.5388,-2911.0835,-3307.0361,-3178.396,-2191.2664,-1872.9924,95,71,78,100,100,75.512,69.186,71.886,79.574,80.86
179,2.1360798e-5,1.8133092e-5,1.8777224e-5,2.5447165e-5,2.6705151e-5,2.4223438e-5,1.8375918e-5,1.9396399e-5,3.0344707e-5,3.516482e-5,-3393.935,-3654.4756,-3602.481,-3064.0835,-2962.5388,-2911.0835,-3285.9585,-3174.9834,-2191.2664,-1878.3173,95,74,78,100,100,75.69,69.358,71.848,79.766,80.814
180,2.1360798e-5,1.8133092e-5,1.8777224e-5,2.5428262e-5,2.6705151e-5,2.4173743e-5,1.822872e-5,1.934379e-5,3.0268833e-5,3.3548164e-5,-3393.935,-3654.4756,-3602.481,-3065.6094,-2962.5388,-2911.0835,-3285.9585,-3175.5254,-2191.2664,-1870.7032,95,72,78,100,100,75.49,70.18,71.59,80.224,80.77
181,2.1360798e-5,1.8133092e-5,1.8777224e-5,2.5354822e-5,2.5840438e-5,2.4173743e-5,1.8294404e-5,1.9470992e-5,3.0295532e-5,3.3549815e-5,-3393.935,-3654.4756,-3602.481,-3071.5374,-3032.3386,-2911.0835,-3285.9585,-3171.138,-2194.406,-1877.0273,95,72,78,100,100,75.71,70.264,71.618,79.958,81.274
182,2.1360798e-5,1.8133092e-5,1.8777224e-5,2.5354822e-5,2.5840438e-5,2.4173743e-5,1.8294362e-5,1.9470992e-5,3.0295532e-5,3.378632e-5,-3393.935,-3654.4756,-3602.481,-3071.5374,-3032.3386,-2930.6235,-3285.9585,-3186.1533,-2191.2664,-1877.0273,95,72,78,100,100,75.944,71.128,71.578,79.584,81.044
183,2.1360798e-5,1.8133092e-5,1.8777224e-5,2.5354822e-5,2.5840438e-5,2.3963326e-5,1.8294362e-5,1.9470992e-5,3.0345724e-5,3.516482e-5,-3393.935,-3654.4756,-3602.481,-3071.5374,-3032.3386,-2930.6235,-3283.2039,-3186.1533,-2263.8196,-1919.5391,95,73,78,100,100,75.78,70.414,71.638,79.88,80.35
184,2.1360545e-5,1.8072216e-5,1.8777224e-5,2.521108e-5,2.5840438e-5,2.4173743e-5,1.8294362e-5,1.945778e-5,3.0938238e-5,3.684863e-5,-3393.9556,-3659.3894,-3602.481,-3083.1401,-3032.3386,-2911.0835,-3289.57,-3182.407,-2263.8196,-1922.4432,95,74,79,100,100,75.594,69.592,71.382,79.972,81.066
185,2.1360545e-5,1.805255e-5,1.8777224e-5,2.521108e-5,2.5840438e-5,2.4223438e-5,1.8294362e-5,1.950036e-5,3.145226e-5,3.684863e-5,-3393.9556,-3660.9768,-3602.481,-3083.1401,-3032.3386,-2911.0835,-3289.57,-3189.95,-2275.632,-1924.7502,95,74,80,100,100,75.85,69.22,72.032,80.32,81.174
186,2.100223e-5,1.805255e-5,1.8777224e-5,2.521108e-5,2.5840438e-5,2.4002817e-5,1.8294362e-5,1.950036e-5,3.099447e-5,3.516482e-5,-3422.8787,-3660.9768,-3602.481,-3083.1401,-3032.3386,-2911.0835,-3289.57,-3189.95,-2263.0776,-1924.7502,95,74,80,100,100,75.87,71.194,72.288,79.592,81.166
187,2.0986748e-5,1.8021288e-5,1.8777224e-5,2.521108e-5,2.5831381e-5,2.3973354e-5,1.8294362e-5,1.9492114e-5,3.0949966e-5,3.516482e-5,-3424.1284,-3663.5005,-3602.481,-3083.1401,-3033.0696,-2911.0835,-3289.57,-3198.9104,-2293.1716,-1924.7502,96,74,79,100,100,75.994,70.64,72.738,79.742,80.226
188,2.0926193e-5,1.8021288e-5,1.8777224e-5,2.521108e-5,2.5765368e-5,2.3963326e-5,1.8009168e-5,1.9454308e-5,3.119464e-5,3.4357476e-5,-3429.0164,-3663.5005,-3602.481,-3083.1401,-3038.3982,-2909.122,-3294.14,-3198.9104,-2309.4292,-1959.8951,96,74,79,100,100,75.918,69.672,72.258,79.69,81.024
189,2.091378e-5,1.8021288e-5,1.8777224e-5,2.5205187e-5,2.5752612e-5,2.3974068e-5,1.8008996e-5,1.9406572e-5,3.119752e-5,3.4357814e-5,-3430.0183,-3663.5005,-3602.481,-3083.616,-3039.4277,-2908.0764,-3294.14,-3205.1116,-2300.0847,-1959.8951,97,74,79,100,100,75.792,70.258,72.55,79.99,80.982
190,2.0908386e-5,1.7947108e-5,1.8777224e-5,2.516695e-5,2.5741896e-5,2.3963326e-5,1.8008826e-5,1.9406572e-5,3.119752e-5,3.2845877e-5,-3430.4536,-3669.488,-3602.481,-3086.7026,-3040.2927,-2892.594,-3294.14,-3205.3525,-2297.7275,-1959.8951,96,71,79,100,100,75.712,70.294,72.138,79.86,80.92
191,2.0908386e-5,1.7940103e-5,1.8777224e-5,2.499032e-5,2.5741881e-5,2.35347e-5,1.8008648e-5,1.9491987e-5,3.1241358e-5,3.2845877e-5,-3430.4536,-3670.0537,-3602.481,-3100.96,-3040.294,-2885.6907,-3294.14,-3205.3525,-2297.7275,-1959.8951,96,71,79,100,100,76.296,71.754,72.566,79.926,80.406
192,2.085229e-5,1.7801322e-5,1.8707915e-5,2.4953279e-5,2.5741881e-5,2.3959929e-5,1.8008493e-5,1.9379138e-5,3.0949966e-5,3.2048996e-5,-3434.982,-3681.2559,-3608.0757,-3103.95,-3040.294,-2891.3203,-3330.0693,-3205.3525,-2300.0847,-1959.8951,96,71,78,100,100,75.974,70.57,72.616,79.51,80.354
193,2.085229e-5,1.7742243e-5,1.8707915e-5,2.4953279e-5,2.5741881e-5,2.3699842e-5,1.8008235e-5,1.9355808e-5,3.0949966e-5,3.2048996e-5,-3434.982,-3686.025,-3608.0757,-3103.95,-3040.294,-2918.4607,-3334.1245,-3205.3525,-2300.0847,-1959.8951,96,71,79,100,100,75.818,69.46,72.388,79.362,80.752
194,2.085229e-5,1.7530918e-5,1.8707915e-5,2.4953279e-5,2.5741881e-5,2.3696113e-5,1.800806e-5,1.9355808e-5,3.0949966e-5,3.2048996e-5,-3434.982,-3703.083,-3608.0757,-3103.95,-3040.294,-2919.2427,-3341.0068,-3207.4773,-2312.0054,-1959.8951,96,74,79,100,100,75.894,70.292,72.444,80.334,81.346
195,2.085229e-5,1.7530918e-5,1.8707915e-5,2.4953279e-5,2.5741881e-5,2.3699842e-5,1.8007879e-5,1.9278365e-5,3.124255e-5,3.224993e-5,-3434.982,-3703.083,-3608.0757,-3103.95,-3040.294,-2911.0835,-3341.0068,-3222.4883,-2321.2976,-1959.8951,96,74,81,100,100,76.024,71.076,72.176,80.276,82.116
196,2.085229e-5,1.7530918e-5,1.8707915e-5,2.4868228e-5,2.5741881e-5,2.3686098e-5,1.8007737e-5,1.9278365e-5,3.113349e-5,3.2048996e-5,-3434.982,-3703.083,-3608.0757,-3110.8152,-3040.294,-2934.3647,-3341.0068,-3222.4883,-2307.802,-1945.5457,96,76,81,100,100,75.766,69.816,72.496,79.706,81.346
197,2.085229e-5,1.7530918e-5,1.8707915e-5,2.4868228e-5,2.5733654e-5,2.3407243e-5,1.8007571e-5,1.9278365e-5,3.113729e-5,3.2048996e-5,-3434.982,-3703.083,-3608.0757,-3110.8152,-3040.958,-2928.9917,-3341.0068,-3222.4883,-2312.0054,-2012.4355,96,76,81,100,100,76.004,70.494,72.328,79.142,81.086
198,2.0816256e-5,1.7530918e-5,1.8707915e-5,2.486221e-5,2.5354822e-5,2.36973e-5,1.7969178e-5,1.9278365e-5,3.0493362e-5,3.208389e-5,-3437.8906,-3703.083,-3608.0757,-3111.3013,-3071.5374,-2943.4219,-3341.0068,-3222.4883,-2312.0054,-2012.4355,96,76,83,100,100,75.54,70.146,72.238,80.37,81.016
199,2.0815127e-5,1.738167e-5,1.8674711e-5,2.486221e-5,2.5354822e-5,2.36973e-5,1.795008e-5,1.9278365e-5,3.0303258e-5,3.274033e-5,-3437.9817,-3715.1304,-3610.756,-3111.3013,-3071.5374,-2926.1123,-3345.8018,-3222.4883,-2307.802,-1945.5457,96,79,83,100,100,76.1,69.746,71.93,79.692,80.978
